r,psi
56.01,2.086989053982893e-06
56.089999999999996,2.033908736225369e-06
56.17,1.9815527535594676e-06
56.25,1.92990246047036e-06
56.33,1.87893946276016e-06
56.41,1.8286456109972026e-06
56.49,1.779002994052503e-06
56.57,1.7299939327210622e-06
56.65,1.681600973425793e-06
56.73,1.6338068820017672e-06
56.81,1.5865946375586272e-06
56.89,1.5399474264189524e-06
56.97,1.4938486361303976e-06
57.05,1.4482818495495119e-06
57.13,1.4032308389951136e-06
57.21,1.3586795604691235e-06
57.29,1.3146121479428243e-06
57.37,1.2710129077065037e-06
57.449999999999996,1.227866312780455e-06
57.53,1.1851569973853374e-06
57.61,1.1428697514700152e-06
57.69,1.1009895152947868e-06
57.769999999999996,1.0595013740681718e-06
57.85,1.0183905526353083e-06
57.93,9.77642410216065e-07
58.01,9.372424351910417e-07
58.089999999999996,8.971762399335556e-07
58.17,8.574295556857738e-07
58.25,8.179882274771868e-07
58.33,7.788382090836127e-07
58.41,7.399655580249109e-07
58.49,7.013564305996603e-07
58.57,6.62997076955004e-07
58.65,6.248738361899164e-07
58.73,5.8697313149015e-07
58.81,5.492814652931383e-07
58.89,5.11785414481119e-07
58.97,4.744716256007615e-07
59.05,4.373268101075984e-07
59.13,4.003377396335849e-07
59.21,3.6349124127608524e-07
59.29,3.2677419290661586e-07
59.37,2.9017351849766226e-07
59.449999999999996,2.536761834659177e-07
59.53,2.172691900302924e-07
59.61,1.809395725830119e-07
59.69,1.446743930721795e-07
59.769999999999996,1.0846073639415366e-07
59.85,7.228570579410045e-08
59.93,3.6136418273073656e-08
